Date (years),"CAR(-1, +1)","CAR(-2, +2)",CROSS,CASH,HORIZ,DSIZE,RSIZE,LEV,Acq_size
2008,0.0213632,-0.023297,1,1,0,5.960714060092108,0.06872427072139871,0.3983444,8.638366916626728
2007,-0.061933,-0.054326,1,1,0,3.8135498286186866,0.032971678891605544,0.7121483,7.2256561300179145
2010,0.0085694,0.009768,1,1,0,5.293390248211481,0.003956052684872814,0.4310235,10.825898795808785
2012,-0.003634,0.0061456,0,1,0,8.156306533505864,0.08402574267031022,0.4810838,10.632938600233237
2008,-0.014476,0.0357329,0,1,0,5.212950091826735,0.002947916897430439,0.4616197,11.039606586353184
2007,0.001825,0.0171899,1,1,0,7.693360849583962,0.037093138120725254,0.4374231,10.987684132373921
2010,0.0124414,-0.007651,1,1,0,4.032025797822842,0.0013911283690815693,0.4792097,10.609665882656891
2008,-0.00125,-0.016607,1,0,0,2.978789552823679,0.0003605810863961195,0.4878573,10.906583251765577
2010,0.0135088,0.0578921,1,1,1,3.9656585545940555,0.11661217912585628,0.1924073,6.114560112920244
2007,0.039556,0.0377551,0,1,0,3.3351288016924507,0.0844845844665335,0.1723596,5.806314995302981
2007,-0.074664,-0.097655,1,0,0,5.423420213566632,0.7036858805193514,0.171315,5.774843428408299
2014,-0.024337,0.0046717,0,0,0,7.247009356977905,0.417631988843315,0.4806228,8.120164000689078
2009,-0.002602,-0.011171,1,0,1,1.838484009400924,0.01959940768451407,0.3629299,5.770739942781082
2008,-0.002517,-0.014157,1,0,0,3.8528673042193864,0.0032789024943954337,0.4505933,9.573113822165583
2015,-0.003891,-0.01886,1,1,1,7.799565595750442,0.11656817355175557,0.5876354,9.948844592176519
2013,-0.043842,-0.040202,1,1,1,6.523497693195767,0.02702342645932658,0.4018217,10.134548835719615
2013,-0.00829,0.0013616,1,1,1,4.19063910586618,0.002361445116480385,0.4129544,10.239120615721214
2013,0.0248651,0.0322026,0,1,0,5.995394315443829,0.01867100478390593,0.345621,9.976177820221606
2007,-0.010966,-0.019271,1,1,1,7.424250002990016,0.5177846748102723,0.4780318,8.082445811828373
2012,0.0047786,-0.015223,0,1,0,5.253016607317873,0.07544052559164977,0.5308851,7.837427280983571
2014,-0.180465,-0.339755,1,0,0,4.0018819907964795,1.0689843856872057,2.7581849,3.9351729653268457
2012,0.0380152,0.0268707,1,0,0,4.80937553628205,0.15000550344270916,0.459719,6.706458832222918
2007,0.0210381,-0.012126,0,1,0,3.5672766323546874,0.001868091240065547,0.1637293,9.850114729004817
2008,0.0584445,0.0439505,1,1,1,5.786394187301144,0.0024661927477723842,0.6045451,11.791473902481927
2007,0.0342341,0.0325466,1,0,1,7.552403677916633,0.007624623139166159,0.5750421,12.428776059998372
2013,-0.007614,-0.006986,1,1,1,7.254270487144021,0.007319677756969873,0.6740223,12.171459461393821
2012,-0.012158,-0.001786,1,0,0,1.60703502781779,2.3784148646923693e-05,0.6110352,12.253526250235142
2010,-0.074022,-0.077651,1,0,1,8.992859507345539,0.7693094724043027,0.5804231,9.255121462921169
2011,0.0183425,0.0119906,1,0,0,7.707784067751845,0.17451512489769136,0.5622508,9.453527933216147
2008,-0.08315,-0.238452,1,0,1,8.840128356800207,1.8172031579786643,0.5868009,8.242829764071915
2014,-0.002059,0.0167283,1,0,1,5.183618943578567,0.21988803807691834,0.915632,6.6982557235831655
2007,-0.040457,-0.071313,1,0,1,5.701613457371361,0.5139488128615111,0.8721905,6.367245061729882
2012,-0.01627,-0.02094,1,1,1,5.1270841067395025,0.29650788400432115,0.9599588,6.342765577403576
2006,0.0868477,0.130074,1,0,0,6.909150305480038,0.1648240067931332,1.0033843,8.71202730530755
2011,0.1934972,0.1693823,0,0,1,7.077749498747492,0.2920273180154033,1.0187911,8.308657424990058
2014,0.0017474,0.0677253,1,0,1,8.402095646599264,0.42582201380626206,0.8760183,9.255829474584619
2015,0.028974,0.0385681,1,0,0,7.456562579381823,0.12941105939131642,0.7494579,9.50132401324663
2015,0.2000825,0.168719,1,0,1,4.644948435996504,0.12399858434413308,0.5504799,6.732433566018345
2009,-0.113662,-0.152319,1,0,1,5.678700536288384,0.02118394909057576,0.6672958,9.533212038720484
2009,-0.045627,-0.06906,1,0,1,5.793053241745073,0.02683713352810211,0.6650622,9.411022012832978
2015,-0.008595,-0.010808,1,1,0,8.17174583866536,0.017646416275122957,0.9543704,12.208968398786778
2012,0.0099215,0.0236268,1,1,0,6.061174827862022,0.00374959881524711,0.6033528,11.647281255185657
2007,-0.007904,-0.00573,1,1,1,6.211220366533044,0.07122562463873267,0.9422072,8.853122995233088
2009,-0.044923,0.000133,1,0,1,4.426426221970566,0.022932416387661816,0.9717647,8.201630028577002
2009,0.0004226,0.0128915,1,0,1,6.001783621847954,0.09718601133579094,0.9755667,8.33291211601909
2009,0.0088902,0.0172756,1,1,1,-3.1941832122778293,1.0929448278785167e-05,0.9709352,8.229866522467816
2011,-0.012684,-0.003069,1,0,1,6.533291621318392,0.10277772380592254,0.9293507,8.808478265256026
2012,0.2453539,0.2466971,1,0,1,5.792388412990225,0.45709668062984926,0.6643319,6.5752487684640295
2008,-0.030043,-0.022691,1,0,0,6.02877237416838,0.5388277004974233,0.3109471,6.6471317984706815
2013,0.0278078,0.039312,1,1,0,4.9372183651684365,0.07168476846532612,0.6685068,7.572695353347687
2013,-0.002971,0.012385,1,0,0,4.281598379839388,0.04112007828931927,0.6090824,7.472857133753294
2009,0.1337817,0.1618377,1,1,0,3.738645332595495,0.7613502598743186,0.2827959,4.011307096957372
2008,-0.044955,-0.077081,1,0,1,6.312772383209422,0.18937736798103386,0.3384759,7.976785981815825
2010,0.1151999,0.1386687,1,0,1,5.052806777646455,0.861166304317913,0.4741458,5.202274418334506
2009,-0.006624,0.0166161,0,1,1,3.048656736861878,0.10277117124142233,0.537135,5.3239071375470335
2010,-0.002416,-0.016281,0,1,1,4.862305418249551,0.009316018715600798,0.353216,9.538325336237717
2009,-0.075396,-0.055098,1,1,1,7.137671841583767,0.07557195466481377,0.2082383,9.720341876248972
2014,0.0510976,-0.009013,1,0,0,7.441937208243605,0.11617932310786695,0.9092496,9.594557600914627
2013,0.0326458,0.0383762,0,1,0,5.2550914432382445,0.020981083845028788,0.5143371,9.119225459717743
2008,-0.003807,-0.012212,1,1,0,5.499599693107566,0.031712955189636065,0.4429354,8.950629693632752
2008,-0.023569,-0.031879,1,1,1,6.177242623250173,0.07678247595436494,0.679648,8.744021465792711
2012,-0.019751,0.0131142,1,1,0,5.32841971036448,0.1597944578352484,0.6095239,7.162286638497924
2008,-0.035075,-0.032745,1,1,0,3.3130945001071823,0.025207130672407322,0.5902385,6.993722861407709
2008,0.0862273,0.0570799,1,1,0,5.30292175008632,0.21572960117676743,0.3478497,6.836651252002401
2008,-0.07154,-0.052184,1,0,0,3.256942025674657,0.08031668960398335,0.2508192,5.778719864652589
2011,0.0218834,0.0023397,1,0,1,-0.31608154697347896,0.0009787507703131063,0.5660646,6.613151976648435
2015,-0.0092,-0.018636,1,1,1,5.941102398017431,0.026874027738848668,0.4876583,9.55769736836527
2011,-0.008711,-0.02462,1,0,0,1.612832145502116,0.002613024916184765,0.444727,7.5600789025206065
2010,-0.138915,-0.124649,0,1,0,5.648889727548031,0.4699566411809486,0.6171051,6.404004568888109
2007,0.0297771,0.0116064,1,0,0,2.5543549730965784,0.08019376679405732,0.2804087,5.077664460999015
2015,-0.127143,-0.091411,1,0,0,5.314579419676708,115.63083048919226,0.3714915,0.5641767992629853
2007,0.0190615,0.0055018,0,1,0,4.296223618231586,0.00776897710372762,0.5968035,9.15384038838228
2007,0.0151567,0.0230972,1,1,0,6.8122372775844005,0.10090808192132827,0.5215652,9.105782534086346
2007,0.0128468,0.0055575,1,1,0,5.60382953389719,0.02742004104157854,0.6206684,9.200310641970985
2015,-0.01634,-0.000827,0,1,0,5.655127801307473,0.033248205633833294,0.7020561,9.05888228054371
2011,0.0201026,0.0105591,0,0,0,4.967129144898198,0.06788536433066404,0.5632532,7.657063959962268
2007,-0.072394,0.024452,1,0,0,6.0735375001302865,0.9749621097302212,0.0955379,6.098894170684874
2008,-0.133095,-0.118799,1,0,1,4.18043051113523,0.18249505348377068,0.2879272,5.881462721660663
2011,-0.010593,-0.010948,1,1,0,5.737997088433939,0.33231425996219155,0.0402168,6.839671280059645
2007,0.0266331,0.0264898,1,1,0,3.7535429674396585,0.03547444745754821,0.1156283,7.092485599041789
2014,-0.009654,-0.048808,0,1,0,4.658616161693717,0.04290436828208452,0.5097145,7.807397795168457
2010,-0.00701,-0.00355,0,1,0,3.747006842790545,0.08301187786128006,0.8286723,6.23577841745247
2010,-0.050323,-0.061219,1,0,0,4.798299791498638,0.12952563999893224,0.2996016,6.842176216669318
2010,-0.023955,-0.048379,1,0,0,3.532284121890862,0.058699756290117734,0.293967,6.367603825834317
2014,0.0202485,-0.047598,1,1,0,3.988205966160433,0.10812511397041878,0.5372151,6.212672225829406
2009,-0.093899,-0.029242,1,0,0,7.577168012764202,0.6053988675564246,0.5079851,8.079035765731291
2007,0.0109649,0.0081076,1,1,1,7.367682056871323,0.157844811117831,0.5760196,9.213824993623966
2007,-0.012566,-0.026017,1,1,0,8.179140907176972,0.3751056164381256,0.6293387,9.159688556007875
2015,-0.077466,-0.096867,1,0,0,7.9549640917543405,0.6261484223166309,0.8324216,8.423131931386832
2008,0.0830718,0.2076729,0,1,1,3.3551883465655794,0.193149336641139,0.1515179,4.999479970864627
2011,-0.054048,-0.092654,1,1,0,8.77038008775635,0.0335276360856734,0.1984243,12.165765310216813
2009,-0.002753,0.0068149,1,0,0,4.223529020602927,0.0005358320937006885,0.101366,11.755218724593046
2007,-0.006995,-0.064431,0,1,0,8.35540858047588,0.026150520735821223,0.810826,11.999294755729627
2007,0.0139441,0.0019587,0,1,0,4.90806347898857,0.0008655992751772175,0.7263405,11.96015196622556
2006,0.0120064,0.0103251,1,1,0,7.041718703267541,0.00995357295827225,0.6754694,11.651542404253377
2006,0.0027719,0.0076551,1,1,0,6.95595574550456,0.00909334013858626,0.6754694,11.656168731801571
2012,-0.010374,-0.010211,1,1,0,6.504449837115092,0.002972527694986094,0.8193566,12.32279244948934
2006,-0.007375,-0.023751,1,1,0,6.287884582128043,0.004527197821616218,0.6754694,11.685536695440957
2015,0.0035098,-0.007032,1,1,0,6.1266420840931195,0.0028530063934319597,0.8772543,11.98602404989584
2009,-0.005558,-0.005809,1,1,0,6.41598527154295,0.004432103713356182,0.8656812,11.834866200325886
2007,0.0069743,0.0090205,0,1,0,6.380395381030352,0.003764905356643095,0.7263405,11.962427936754386
2010,-0.013303,-0.001192,1,1,0,5.26696600863814,0.0012003034152421137,0.7952427,11.9921469167514
2016,0.1217209,0.0991709,0,0,0,8.521820070881613,0.7168861105695856,0.6070621,8.854658363485278
2012,0.0123486,0.0464775,1,1,0,2.37406819461591,0.0016782615828720758,0.5525897,8.7640649880291
2006,-0.134391,-0.103272,1,0,0,5.370461268320522,0.43375754922000637,0.2793462,6.205730811651246
2007,-0.103378,-0.060195,1,0,0,3.3289133860769904,0.37171017581246674,0.1332039,4.3185542117183084
2006,-0.028951,-0.026911,1,1,0,6.8784067946222365,0.08143705484198328,0.3723332,9.386331684987717
2007,0.0247145,0.0502067,1,1,0,4.421006934314765,0.0086178030259077,0.5291228,9.17493203049028
2011,-0.168363,-0.332224,1,0,0,2.4799778565512476,0.9595789135326261,0.7046025,2.5212385790353906
2009,0.0648926,0.0835375,1,0,1,5.932353934850448,0.4859439562620667,0.25095,6.654015912914726
2009,0.0161592,0.0549147,1,0,0,2.370710922041646,0.0061184889247062925,0.4037251,7.4671510427140095
2010,0.1069724,0.1233605,1,1,1,4.18058341867234,0.2805738112806081,0.3726538,5.451501865487113
2008,-0.150329,-0.234405,1,0,0,2.6939512767227085,0.10328356541292474,0.4252874,4.964228287948566
2010,-0.018971,-0.000573,1,1,0,3.3564091988720213,0.15929675309169863,0.7093638,5.193395643495542
2011,-0.038061,-0.076741,1,0,0,5.3752830373030775,0.6663386403669781,0.7479154,5.781240305951908
2008,-0.094865,-0.071598,1,0,0,3.280723228194281,0.17921883634109195,0.5013421,4.999870898649068
2008,0.0139713,-0.093949,0,0,0,3.1444970468191027,0.016590000107225958,0.267954,7.243452215135599
2006,0.1206471,0.172076,0,1,0,1.8846424633747687,0.0062807886472646506,0.0687703,6.954902188986778
2008,0.0437693,0.0580827,1,1,1,5.2890192729419025,0.20968236902590065,0.2496657,6.851180694680552
2007,-0.28612,-0.271377,1,0,0,7.9516822109291665,2.019571078745062,0.3970077,7.24879705931772
2006,0.0217044,0.0181356,1,1,1,2.7251694929095986,0.004186132130779388,0.4850924,8.201147583440292
2008,0.0135656,0.0107902,1,1,0,5.650044088202719,0.049014542270439575,0.4764855,8.665682332075628
2009,-0.079654,-0.081318,1,0,0,2.1431203183430187,0.015725230824846084,0.5162996,6.295609116000847
2009,-0.021544,-0.032385,0,0,0,4.517605928915705,0.09962289099505452,0.4738576,6.823969240446374
2010,-0.051532,-0.079986,1,1,0,5.304369018309804,1.1226956211221713,0.3203224,5.188636420144628
2011,-0.071419,-0.096303,1,0,0,3.240989505113312,0.05377513707305374,0.7397932,6.163933559934142
2009,-0.157378,-0.087297,1,0,0,2.031563461435372,0.07632182067474655,0.7799,4.604359857760836
2008,0.0170102,-0.006714,0,1,1,6.4990348781533,0.0020829385049473,0.510473,12.673010517641266
2007,-0.006225,-0.025295,1,1,0,7.83109431311271,0.009068523409875712,0.4526146,12.534040140573236
2012,-0.017408,-0.01227,0,1,0,6.192112969594819,0.14367473561953664,0.8283063,8.132316284313353
2012,-0.013442,-0.015424,1,1,0,3.0934939913364867,0.002945555702175923,0.4586074,8.920951777577097
2007,0.0750465,0.0817273,1,0,1,5.712752126781337,0.16742459607211518,0.2778715,7.499974328560294
2013,-0.006185,-0.016593,1,1,0,7.383533453403106,0.009872686099739734,0.4550385,12.001516768068745
2007,0.005066,0.0181348,1,1,1,5.987428914887501,0.004102412977427374,0.4532671,11.483608862196025
2007,-0.026432,-0.020215,1,1,1,8.555264975572529,0.05038280142138072,0.4727379,11.54337037935279
2012,0.029828,0.0398305,1,1,1,6.402018352473125,0.004117154303254066,0.4287207,11.894611409832777
2007,0.0226881,0.0396201,1,1,1,7.8196447394553426,0.027989676181070875,0.449338,11.395564284070613
2014,-0.035694,-0.056536,1,1,0,8.253754850334921,0.020442609954134786,0.4774266,12.143888683574591
2006,0.0006659,-0.016747,1,1,0,5.01423547233708,0.001612432619074557,0.4723378,11.444246769124941
2010,0.0022218,-0.017355,1,1,1,6.276979898915012,0.00421585924336679,0.5141784,11.745881753513622
2013,0.0500886,0.0753204,1,1,1,6.720251517731541,0.005222662064232444,0.4909381,11.974999550820783
2006,-0.032174,-0.02383,1,1,1,5.828948558782352,0.003583886719829815,0.4723378,11.460255950341665
2009,0.0122442,0.0463484,1,1,0,8.684902000162346,0.0650152408032845,0.4865959,11.41803556283687
2012,-0.010698,-0.025308,1,1,1,7.345665634424945,0.011347077402533642,0.4202853,11.824460700211992
2014,0.2640288,0.2460915,1,0,0,2.3339868561335773,1.0247269116186695,0.0405933,2.309560706730471
2010,0.0608825,0.0457752,1,1,1,4.694983467308409,0.0837912361461102,0.2659871,7.174410324866784
2008,-0.09304,-0.049121,1,1,1,2.584827396695462,0.030651491547205745,0.3506803,6.069901350622795
2012,0.0007136,0.0242436,1,0,0,6.975132579470104,0.03586401460686322,0.3934291,10.303153444314354
2014,-0.041632,-0.018482,1,1,0,7.313209053692745,0.025157362342761978,0.3329075,10.995813741681575
2013,0.0402839,0.0635042,0,0,0,3.167203511293531,0.02369441677661717,0.3513064,6.909719348933374
2010,-0.010392,-0.014132,1,0,1,2.348418509337218,0.004936801024613743,0.3634068,7.659456232748525
2006,-0.025452,0.0210711,0,1,0,5.367451561381706,0.13443465759044337,0.2151817,7.374128576540771
2010,-0.0112,-0.004647,1,0,0,6.240903328573767,0.08957504891254653,0.3104357,8.65358179831372
2015,0.0485078,0.0927332,1,1,1,7.367745187865632,0.3540862606596404,0.4107307,8.40595990921795
2012,0.2160386,0.202958,1,0,0,8.074076059118639,0.7155880068077783,0.361103,8.408726746238045
2008,-0.115764,-0.118452,1,0,0,3.9539707660359027,0.17385708522138088,0.1694392,5.70349243259807
2016,-0.026378,-0.016139,1,1,1,7.426134700842983,0.03350016881706863,0.5643172,10.822339501691316
2013,-0.086855,-0.093911,1,1,1,7.332655626646432,0.06110956616242739,0.6146779,10.127742486036302
2006,0.0156802,0.0125949,1,0,0,1.6871394200979524,0.07273608269624206,0.5038622,4.308057114473708
2010,-0.152853,-0.196725,1,0,1,5.486488448130883,0.6943136617648328,0.3438528,5.851319906513201
2012,-0.053682,-0.062652,1,1,0,3.4882309806270975,0.0495459148993504,0.1616891,6.493086446241005
2013,0.0240259,0.0834699,1,1,0,3.4016306211337146,0.04034509690055343,0.2273082,6.611916027019941
2009,0.1627854,0.1436556,1,0,0,5.007135844826543,0.1762842512200357,0.2457482,6.742793367833222
2007,-0.025876,0.0128493,1,1,1,6.618478602491516,0.03828703086109401,0.3090643,9.881122662446465
2011,-0.016566,-0.046475,1,1,1,5.839524754800104,0.08964053107715457,0.3702182,8.25147246031157
2008,0.0043265,-0.004316,1,1,1,4.757384706954595,0.034892630568306895,0.4158209,8.11286433752668
2010,0.0166182,0.0051548,1,1,0,5.619440259555215,0.08333905076871045,0.3151644,8.104278302472196
2008,0.0080261,0.0079014,1,1,1,3.156745069401694,0.016113788283450135,0.2834009,7.284825027786473
2010,-0.008299,-0.008745,1,1,1,2.481567748522486,0.006462080930539654,0.3023869,7.523371636110848
2011,0.0197229,0.0248557,0,1,1,1.789590451943215,0.005191176993383352,0.2965069,7.05038527845976
2007,-0.057471,-0.085786,0,0,0,9.41955902027945,0.46492804656482295,0.4754966,10.185431644217752
2012,-0.00162,0.0238456,1,1,0,6.135186031444701,0.019873489580365885,0.4721124,10.053554648730715
2009,-0.009072,-0.023148,0,0,0,8.514979142217191,0.25500306860837907,0.4702433,9.88145884235496
2013,-0.099808,-0.122031,1,0,0,5.550172759592228,0.2830603016733962,0.1501998,6.812268083511463
2009,-0.06458,-0.046409,1,0,0,0.8162493776939287,0.16154835023568062,0.6044194,2.639200176555006
2016,-0.012025,0.0172227,1,1,0,-0.363843433417345,0.004257326276585318,0.5763543,5.095270516932949
2012,-0.013722,-0.007351,1,0,0,7.101280506283417,1.078356624030739,0.7007658,7.025842268439884
2009,0.045629,0.057924,1,0,0,7.2938282355374255,0.9172059977817859,0.1543161,7.380251424327161
2007,-0.037111,-0.020155,1,0,0,4.379297915102624,0.5200539726616735,0.0989261,5.033120594315327
2014,0.0534066,0.1843666,1,0,0,7.469181997620861,0.3079842484937833,0.0740465,8.646888636191132
2013,0.0285387,0.091271,1,1,0,5.458712793008296,0.08530753512652525,0.271317,7.920205284623743
2015,0.055379,0.0298413,1,0,0,6.515105206420815,0.35813691266055475,0.2738908,7.541945134513555
2008,-0.014172,-0.030753,0,0,0,6.651628719519186,0.02459339875080897,0.242955,10.356905935036606
2007,0.0105794,0.0182691,1,0,0,3.2411851117880355,0.0430710443093958,0.6936303,6.3860894452046075
2006,-0.059281,-0.08087,1,1,0,3.41483726736619,0.053428435902391026,0.6031282,6.34424943457859
2006,0.0244414,0.0325894,1,1,0,0.501381164937991,0.024207501246297763,0.6453919,4.222473889932629
2015,-0.10362,-0.067153,1,0,0,2.449970079907104,0.5384508154825519,0.3110499,3.069029202615448
