SIC,HORIZ,"CAR(-1, +1)","CAR(-2, +2)",CROSS,CASH,LEV,Acq_size,Deal Attitude,Deal Status,Percentage of Shares Acquired,Tar. Private,DSIZE,Date (years)
5080,0,-0.005444,-0.007404,0,0,0.2804269,1751.328,Friendly,Completed,100,Sub.,,2012
5080,0,-0.029628,0.0066685,1,0,0.4367744,762.326,Friendly,Completed,100,Priv.,,2008
5080,0,0.1199301,0.0765447,1,1,0.3585756,1185.971,Friendly,Completed,100,Priv.,,2008
5080,0,0.0009855,-0.009314,1,0,0.31245,1442.58,Friendly,Completed,100,Priv.,,2011
5080,0,0.0264644,0.0217853,1,0,0.4617096,1881.542,Friendly,Completed,100,Priv.,,2014
5080,0,0.008094,0.0131599,1,1,0.2877661,1982.482,Friendly,Completed,100,Priv.,,2014
5080,0,-0.043788,-0.018696,1,0,0.4158615,1260.691,Friendly,Completed,100,Priv.,,2006
5080,0,-0.001072,0.0185053,1,0,0.2981412,1627.171,Friendly,Completed,100,Priv.,,2012
5080,0,0.01274,-0.022466,0,0,0.2799213,2010.159,Friendly,Completed,100,Priv.,,2014
5080,0,-0.011787,0.0537026,0,0,0.2804269,1485.173,Friendly,Completed,100,Priv.,,2012
5080,0,-0.006272,0.0662252,0,0,0.3585756,1317.088,Friendly,Completed,100,Priv.,,2008
5080,0,-0.022935,-0.023802,1,0,0.2623273,1980.062,Friendly,Completed,100,Priv.,,2014
5080,0,0.0100917,0.0166246,1,0,0.377424,1048.712,Friendly,Completed,100,Sub.,,2010
5080,0,0.0418947,0.0703411,0,0,0.414264,1232.63,Friendly,Completed,100,Priv.,,2007
3559,1,-0.005562,0.0137089,0,0,0.2971617,26146.527,Unsolic.,Pending,.,Sub.,,2008
3559,0,0.0558587,0.0512849,1,0,0.267912,17631.699,Friendly,Completed,100,Priv.,,2009
3559,1,0.0620725,0.0547254,1,1,0.226793,29240.568,Friendly,Completed,100,Public,310.344,2006
3559,0,0.0030279,0.0146213,0,0,0.2888459,30373.441,Friendly,Pending,.,Sub.,,2007
3559,0,-0.006025,-0.005699,0,1,0.2872297,28196.035,Friendly,Completed,100,Priv.,,2007
3559,0,0.0267079,0.0186357,1,1,0.2639673,28331.424,Friendly,Completed,100,Sub.,,2006
3559,1,0.0146239,-0.024887,0,0,0.226793,28003.049,Friendly,Completed,100,Sub.,,2006
3559,0,0.0085493,0.0008484,0,1,0.2888459,26547.595,Friendly,Completed,100,Priv.,,2007
3559,1,0.0010593,-0.033718,1,1,0.267912,17965.128,Friendly,Completed,100,Public,290.313,2009
3559,0,0.1136234,0.113938,0,0,0.4082206,18143.889,Friendly,Withdrawn,.,Public,7534.448,2013
3674,1,0.0446669,-0.057561,0,1,0.0810268,785.808,Friendly,Completed,100,Priv.,,2006
3674,0,0.0140097,0.0439885,0,0,0.1111826,698.39,Friendly,Completed,.,Priv.,,2010
3674,1,0.0265726,0.0780225,1,0,0.1251964,323.5,Friendly,Completed,100,Priv.,,2009
3663,0,0.0198962,-0.012464,1,0,0.1758983,329.452,Friendly,Completed,100,Priv.,,2009
3663,0,0.0093397,-0.025107,1,0,0.1636674,260.512,Friendly,Completed,100,Priv.,,2010
1311,1,0.0886953,0.0954048,1,0,0.3590291,497.368,Friendly,Completed,100,Priv.,,2011
3841,0,-0.131767,-0.090285,1,1,0.5974481,1154.11,Friendly,Completed,100,Priv.,,2007
2834,0,0.1046623,0.15289,0,0,0.3670985,58.279,Friendly,Pending,.,Priv.,,2012
2834,1,-0.039689,0.0008273,1,0,0.5510482,108.172,Friendly,Pending,.,Public,18.752,2012
2834,0,-0.023204,-0.050774,1,0,0.5510482,93.288,Friendly,Completed,100,Sub.,,2011
3089,0,-0.004852,-0.013194,0,1,0.414435,2386.58,Friendly,Completed,100,Sub.,,2008
3089,0,-0.010854,-0.031375,0,0,0.3601158,2386.051,Friendly,Completed,100,Priv.,,2009
3089,1,-0.007835,0.0187414,0,0,0.3994385,1773.647,Friendly,Completed,65,Priv.,,2006
3089,0,0.1040047,0.0697979,1,0,0.414435,2516.604,Friendly,Completed,70,Priv.,,2008
3089,1,0.033669,0.0475293,0,0,0.4196447,2339.931,Friendly,Completed,50,J.V.,,2008
3089,0,0.0049413,0.017748,0,0,0.3814693,3630.228,Friendly,Completed,100,Sub.,,2012
3089,0,-0.036254,-0.027324,0,0,0.3563461,3048.317,Friendly,Completed,100,Priv.,,2011
7370,0,0.1448852,0.0748778,1,1,0.1420802,40.591,Friendly,Completed,100,Priv.,,2006
7370,0,0.0131985,-0.002859,1,0,0.1420802,0.042,Friendly,Completed,100,Priv.,,2006
4941,1,0.0273622,0.021634,1,0,0.7087956,2954.359,Friendly,Completed,.,Sub.,,2010
4941,1,0.0064958,0.008187,1,0,0.7099714,2966.141,Friendly,Completed,100,Sub.,,2011
4941,1,0.0049152,0.0049801,1,0,0.7087956,2981.873,Friendly,Completed,100,Priv.,,2010
4941,1,-0.00909,-0.016786,1,0,0.6905604,2921.045,Friendly,Completed,100,Priv.,,2007
4941,0,-0.016829,-0.054215,1,1,0.7109267,2916.196,Friendly,Completed,100,Sub.,,2011
4941,1,-0.003787,-0.032401,1,1,0.6905604,2994.954,Friendly,Completed,100,Priv.,,2007
4941,1,0.0270952,0.0602586,1,0,0.6890904,2412.649,Friendly,Completed,100,Priv.,,2008
4941,1,-0.00707,-0.016254,1,0,0.6944287,4314.337,Friendly,Completed,100,Sub.,,2014
4941,1,-0.000519,-0.024475,1,0,0.7131532,3103.925,Friendly,Completed,100,Sub.,,2011
4941,0,0.0027094,0.0098064,1,0,0.7077912,2600.632,Friendly,Completed,100,Sub.,,2010
4941,1,0.0130129,0.018875,1,0,0.6931393,3404.894,Friendly,Completed,100,Priv.,,2006
4941,1,-0.008149,-0.014359,1,0,0.7087956,2976.371,Friendly,Completed,100,Sub.,,2010
4941,0,0.0003776,-0.00724,1,0,0.6961404,4374.306,Friendly,Completed,100,Govt.,,2014
4941,1,-0.011027,0.0070892,1,0,0.6769091,2949.857,Friendly,Completed,100,Priv.,,2006
4941,1,-0.015437,0.033991,1,0,0.6890904,2420.74,Friendly,Completed,100,Priv.,,2008
4941,1,0.0497378,0.034522,1,1,0.6890904,2023.162,Friendly,Completed,100,Priv.,,2008
4941,1,-0.01146,-0.02211,1,0,0.6944287,4479.637,Friendly,Completed,100,Sub.,,2014
4941,1,-0.038378,-0.034655,1,0,0.6956613,2602.825,Friendly,Completed,100,Priv.,,2009
4941,1,-0.034917,-0.05921,1,0,0.6953566,2589.793,Friendly,Completed,100,Priv.,,2008
4941,1,0.0097263,-0.006442,1,0,0.7026166,2211.672,Friendly,Completed,100,Priv.,,2009
4941,1,-0.009309,-0.013628,1,0,0.691526,2938.149,Friendly,Completed,100,Priv.,,2007
4953,0,-0.020181,-0.022183,0,0,0.2032602,347.682,Friendly,Completed,100,Sub.,,2017
4931,0,-0.0344,-0.053016,1,0,0.6788524,1649.688,Friendly,Withdrawn,.,Sub.,,2006
5812,0,0.0202751,0.0213971,1,1,0.7809831,9899.795,Friendly,Pending,.,Priv.,,2017
7389,1,-0.03243,-0.026152,0,0,0.2672653,137.724,Friendly,Completed,100,Priv.,,2006
8700,0,-0.02944,-0.056017,0,0,0.5546733,1121.442,Friendly,Completed,100,Priv.,,2011
6798,0,0.0251444,0.072944,1,0,0.6907664,321.064,Friendly,Pending,.,Sub.,,2016
6798,1,0.0197239,0.0052632,1,0,0.8316408,445.737,Friendly,Withdrawn,.,Public,151.995,2007
5171,0,0.0524168,0.0548681,1,0,0.3574375,226.608,Friendly,Completed,100,Sub.,,2015
5171,0,0.0102549,0.0721194,1,0,0.3659499,116.686,Friendly,Completed,100,J.V.,,2015
8082,0,-0.042195,0.0165986,1,0,0.4990997,81.356,Friendly,Completed,100,Priv.,,2008
8082,0,0.1817851,0.1159628,1,0,0.5386426,150.125,Friendly,Completed,100,Sub.,,2007
8082,0,0.1116524,0.0581916,1,0,0.4621319,206.861,Friendly,Completed,100,Priv.,,2007
2800,0,0.0313948,0.0078103,1,1,0.574059,899.136,Friendly,Completed,100,Sub.,,2008
2800,0,0.0063637,0.0164327,0,0,0.6752949,826.472,Friendly,Completed,51,J.V.,,2007
1220,0,-0.002641,-0.06629,1,0,0.5824948,4858.861,Friendly,Completed,25,Sub.,,2006
1220,0,0.0162132,0.0902475,1,1,0.5824948,3021.572,Friendly,Completed,33,Priv.,,2006
1220,0,0.0079313,-0.032204,1,0,0.5455747,5186.432,Friendly,Completed,38,Priv.,,2011
1220,0,0.054242,0.0244471,1,1,0.7214069,995.41,Friendly,Pending,.,Sub.,,2013
1220,0,-0.004499,0.0217667,1,1,0.5655319,2435.814,Friendly,Completed,100,Sub.,,2009
2070,0,0.0171431,0.0134523,0,0,0.5541372,30094.585,Friendly,Pending,.,Priv.,,2015
2070,0,0.005019,0.0039262,0,0,0.538444,28151.952,Friendly,Completed,20,Sub.,,2014
2070,0,0.0041077,0.0463343,1,0,0.5730103,19275.414,Friendly,Completed,100,Priv.,,2011
2070,0,0.1838848,0.1762765,1,0,0.6359564,14115.901,Friendly,Pending,.,Sub.,,2008
2070,0,0.0361721,0.0398193,1,0,0.6320096,26895.066,Friendly,Completed,.,Priv.,,2008
2070,0,-0.038455,-0.016688,0,0,0.6359564,18441.955,Friendly,Completed,100,Priv.,,2008
2070,0,-0.00084,-0.007766,0,0,0.6267543,22764.437,Friendly,Completed,51,Sub.,,2011
2070,0,0.0775363,0.0448883,0,0,0.5960591,17935.621,Not Appl.,Status Unknown,.,Priv.,,2009
2070,0,0.0022855,-0.014304,0,0,0.5787474,23054.388,Not Appl.,Status Unknown,.,Public,,2007
2070,0,-0.011551,-0.004281,0,1,0.5541372,29534.832,Friendly,Completed,100,Sub.,,2015
2070,0,-0.007699,-0.034533,1,0,0.5787474,21598.809,Friendly,Pending,.,Priv.,,2007
2070,0,-0.000258,0.0008344,0,0,0.5535278,16693.325,Friendly,Completed,100,Sub.,,2011
2070,0,0.0007329,-0.001357,0,0,0.5558531,19738.85,Friendly,Completed,100,Sub.,,2012
2070,0,-0.016193,-0.02285,0,1,0.5627512,17802.659,Friendly,Completed,10,Public,2079.321,2012
2070,0,-0.039718,-0.04122,0,1,0.5627512,18118.8,Friendly,Withdrawn,.,Public,2073.857,2012
2070,0,0.0979135,0.0798103,0,0,0.5589094,20745.431,Friendly,Completed,100,Priv.,,2006
2070,0,0.0174585,-0.014471,1,0,0.5389127,25959.841,Friendly,Completed,50,J.V.,,2006
2070,0,-0.000593,-0.002074,1,0,0.6100787,18410.312,Friendly,Pending,.,Sub.,,2009
2070,0,-0.051311,-0.07833,0,0,0.5568111,19090.662,Friendly,Pending,.,Priv.,,2012
2070,0,0.0239162,0.0094229,1,0,0.6267543,23414.475,Friendly,Pending,.,Sub.,,2011
2070,0,0.0014352,0.0052828,1,0,0.538444,27851.873,Neutral,Completed,.,Priv.,,2014
2070,0,0.0082067,0.0271225,0,0,0.5503536,30289.555,Friendly,Pending,.,Priv.,,2015
2070,0,0.0206808,0.0578484,0,0,0.6100787,18185.788,Friendly,Completed,100,Priv.,,2009
2070,0,-0.079245,-0.056139,1,0,0.4936389,32637.529,Friendly,Completed,100,Sub.,,2014
2070,0,-0.052097,-0.037581,0,0,0.5960591,17369.53,Friendly,Pending,.,Sub.,,2009
2070,0,0.0257019,0.0330863,0,0,0.5159251,29542.634,Friendly,Completed,100,Priv.,,2014
8200,0,0.0162997,0.0084296,1,1,0.5870832,269.114,Friendly,Completed,100,Priv.,,2011
6798,0,0.0109964,0.0150874,1,0,0.492537,552.162,Friendly,Completed,100,Priv.,,2006
6798,0,0.0186193,0.0308018,1,0,0.4970923,10627.047,Friendly,Completed,100,Priv.,,2006
6798,0,0.0187479,0.0238176,1,0,0.492537,10727.297,Friendly,Completed,100,Priv.,,2006
6798,0,-0.023167,-0.023699,1,0,0.492537,11350.753,Friendly,Completed,100,Priv.,,2006
6798,0,0.0102935,0.0087471,1,0,0.492537,10845.133,Friendly,Completed,100,Priv.,,2006
3790,0,0.0415847,0.0459792,1,0,0.4142375,434.107,Friendly,Completed,100,Priv.,,2015
2836,0,0.0090275,-0.023998,0,0,0.2358549,588.202,Friendly,Pending,.,Sub.,,2007
1311,1,0.0249413,0.0221325,1,1,0.1484418,596.999,Friendly,Pending,.,Priv.,,2007
6797,0,0.145913,0.0539355,1,0,0.4681521,1037.592,Friendly,Completed,100,Public,587.159,2009
6797,0,-0.022441,-0.041295,1,0,0.4469143,4800.357,Not Appl.,Pending,.,Public,2788.189,2016
6797,0,0.0009532,0.0008084,1,0,0.3975998,5485.645,Friendly,Completed,11.76,Sub.,,2014
6797,0,-0.011609,-0.019481,1,0,0.4335473,5135.554,Friendly,Completed,100,Priv.,,2013
6798,0,-0.011918,-0.012198,1,0,0.6315286,149.665,Friendly,Completed,100,Sub.,,2013
6282,0,-0.007669,-0.051293,1,0,0.6876626,1333.436,Not Appl.,Pending,.,Sub.,,2015
6282,0,0.0005697,-0.047273,1,0,0.6797046,1417.331,Friendly,Completed,100,Sub.,,2014
6282,0,0.0037866,-0.01685,0,1,0.6932472,1298.755,Friendly,Completed,100,Sub.,,2014
6282,0,-0.017076,0.0013857,1,0,0.6876626,1473.798,Friendly,Completed,100,Sub.,,2015
6282,0,-0.014973,-0.018731,0,0,0.6876626,4168.684,Friendly,Completed,100,Sub.,,2015
8711,0,-0.034518,-0.032718,1,0,0.344381,202.127,Friendly,Withdrawn,.,Priv.,,2009
3812,1,0.0620745,0.011504,1,0,0.1514829,526.207,Friendly,Completed,100,Sub.,,2007
3812,0,0.0233333,0.0082801,1,1,0.0938514,657.608,Friendly,Completed,100,Priv.,,2006
6351,0,0.0110298,-0.001573,0,0,0.7722155,1219.834,Friendly,Completed,100,Public,332.813,2007
7372,0,0.0185704,0.0945474,1,0,0.4057497,706.701,Friendly,Completed,100,Priv.,,2007
7372,0,0.0098359,0.0839541,0,0,0.3086493,1733.872,Friendly,Completed,100,Priv.,,2010
7372,0,0.0012375,0.0058182,0,0,0.3059111,2725.56,Friendly,Completed,100,Priv.,,2011
6798,0,0.659177,0.6772812,1,0,0.0655627,6.96,Friendly,Completed,100,Sub.,,2006
4213,0,0.0570401,0.0265108,1,0,0.4933999,321.928,Friendly,Completed,100,Sub.,,2012
6798,0,0.0386544,0.051952,1,1,0.7922944,183.68,Friendly,Completed,100,Priv.,,2014
6798,0,-0.020043,-0.021918,1,0,0.7260038,259.842,Friendly,Completed,100,Priv.,,2015
6798,0,0.0125776,0.0271869,1,0,0.6848675,340.164,Friendly,Completed,100,Priv.,,2016
3341,0,-0.04615,-0.060862,1,0,0.5538661,13.674,Friendly,Pending,.,Priv.,,2014
3842,0,0.0250192,0.0367984,1,0,0.494153,1887.974,Friendly,Completed,100,Priv.,,2006
3842,0,-0.095034,-0.078995,0,1,0.6467212,1860.43,Friendly,Completed,100,Priv.,,2006
3690,0,-0.002985,0.0133312,1,0,0.2990147,24.205,Friendly,Completed,100,Priv.,,2008
3690,0,-0.067324,-0.053271,1,0,0.4051578,80.46,Friendly,Completed,100,Priv.,,2014
2836,0,0.0011294,-0.014024,1,0,2.0245065,165.928,Friendly,Pending,.,Public,165.928,2011
3845,0,-0.093453,-0.019729,1,1,0.1209461,57.246,Friendly,Pending,.,Public,,2007
5065,1,-0.004232,0.0291374,1,0,0.5593149,3964.422,Friendly,Pending,.,Priv.,,2008
5065,1,-0.003304,-0.02444,1,0,0.6032712,3284.225,Friendly,Completed,100,Priv.,,2009
5065,1,-0.031721,-0.007338,0,1,0.5593149,4230.029,Friendly,Completed,100,Sub.,,2008
5065,0,0.0036531,0.0163833,0,0,0.5593149,3984.097,Friendly,Completed,100,Sub.,,2008
5065,0,0.0172672,0.0108571,1,0,0.5869799,3305.093,Friendly,Completed,100,Priv.,,2006
5065,0,-0.013702,-0.030996,0,1,0.626083,102.115,Friendly,Completed,100,Sub.,,2012
5065,0,0.016544,0.0105796,1,0,0.626083,4592.287,Friendly,Completed,100,Priv.,,2012
5065,0,-0.009664,0.0073236,0,0,0.62731,6072.633,Friendly,Completed,100,Priv.,,2014
5065,0,0.0159613,0.013186,0,0,0.6360553,4584.354,Friendly,Completed,100,Sub.,,2013
5065,0,-0.002655,-0.026708,1,0,0.6241743,3470.397,Friendly,Completed,100,Priv.,,2010
5065,0,-0.008668,-0.001436,1,0,0.63803,4866.326,Friendly,Completed,100,Priv.,,2011
5065,1,0.0222924,0.0463353,0,0,0.6393669,3593.334,Friendly,Completed,100,Sub.,,2010
5065,1,-0.004922,-0.083929,0,0,0.5437088,2379.62,Friendly,Completed,100,Sub.,,2008
5065,0,-0.007766,-0.003142,1,0,0.6289225,3973.376,Friendly,Completed,100,Priv.,,2012
5065,1,-0.0604,-0.095016,0,0,0.5526794,4820.0,Friendly,Pending,.,Sub.,,2008
5065,0,0.0366233,0.0411747,1,0,0.6393669,3291.091,Friendly,Completed,100,Sub.,,2010
5065,0,0.0126301,-0.000182,0,0,0.5593149,3809.485,Friendly,Completed,100,Sub.,,2008
5065,1,-0.008004,-0.00708,1,1,0.6336851,2877.091,Friendly,Completed,100,Public,61.73,2010
5065,0,-0.007592,-0.018892,0,0,0.62731,5997.635,Friendly,Completed,100,Priv.,,2014
5065,0,0.0037977,0.0020184,0,0,0.6657591,5402.881,Friendly,Completed,100,Sub.,,2015
5065,0,-0.000853,-0.010895,1,0,0.6289225,3630.734,Friendly,Completed,100,Priv.,,2012
5065,0,-0.011283,0.0211089,1,1,0.6336851,2997.266,Friendly,Completed,100,Sub.,,2010
5065,1,-0.011848,0.0304025,0,0,0.63803,5056.913,Friendly,Completed,100,Sub.,,2011
5065,0,-0.004865,0.0051269,1,0,0.62731,6045.947,Friendly,Completed,100,Sub.,,2014
5065,0,0.0387282,0.0327482,1,0,0.6336851,2733.355,Friendly,Completed,100,Priv.,,2010
5065,1,-0.010746,-0.033897,0,0,0.6053547,3198.699,Friendly,Completed,100,Priv.,,2010
5065,0,0.0696725,0.0884757,1,0,0.6416022,3968.742,Friendly,Completed,100,Priv.,,2012
5065,0,-0.004619,0.01672,1,0,0.6657591,5311.063,Friendly,Completed,100,Sub.,,2015
5065,1,-0.00549,-0.000951,0,0,0.623306,3862.315,Friendly,Pending,.,Sub.,,2012
5065,0,0.0088004,0.0150093,1,0,0.6657591,5285.24,Friendly,Completed,100,Priv.,,2015
3841,1,0.0084212,-0.002867,0,0,0.2003892,1380.331,Friendly,Completed,100,Sub.,,2006
2836,1,0.0398224,0.004534,1,0,0.3171017,62.962,Friendly,Completed,100,Priv.,,2012
2836,0,-0.088,-0.124177,1,0,0.1137574,142.044,Friendly,Pending,.,Priv.,,2007
2836,1,0.0946529,0.0456206,0,0,0.1013211,340.262,Friendly,Completed,100,Sub.,,2015
2836,0,0.2331581,0.159569,1,0,0.2047404,30.888,Friendly,Completed,100,Sub.,,2011
2836,0,-0.134843,-0.022062,1,0,0.5451592,22.755,Friendly,Completed,6.6,Sub.,,2009
2836,0,-0.133024,-0.183169,1,0,0.7633753,18.891,Friendly,Pending,.,Sub.,,2009
7372,0,0.085817,0.0037497,1,1,0.3821034,596.101,Friendly,Completed,100,Priv.,,2008
7372,0,-0.061125,-0.038888,1,1,0.3565328,543.374,Friendly,Completed,100,Priv.,,2010
7372,0,0.0407559,0.0525287,1,0,0.4226865,295.142,Friendly,Completed,100,Priv.,,2006
3523,1,0.0532515,0.0123487,0,0,0.4534401,25.648,Friendly,Completed,100,Priv.,,2013
3523,1,-0.029117,-0.011881,1,0,0.504112,30.207,Friendly,Withdrawn,.,Priv.,,2011
3523,1,-0.031412,0.0380136,1,0,0.4942272,23.344,Friendly,Completed,100,Sub.,,2010
3523,1,-0.007654,0.0355817,1,0,0.4953948,29.4,Friendly,Completed,100,Sub.,,2007
3523,0,0.0212056,0.0185973,1,0,0.4137569,28.695,Friendly,Completed,100,Sub.,,2013
3523,1,0.018373,0.0181788,1,0,0.5002845,20.75,Friendly,Completed,100,Priv.,,2009
3523,0,-0.151192,-0.007849,1,0,0.4942888,12.944,Friendly,Completed,100,Priv.,,2006
3523,1,-0.007512,0.0264657,1,0,0.4696754,27.638,Friendly,Completed,100,Priv.,,2012
3845,0,0.1050147,0.1475168,1,1,0.1036377,1547.756,Friendly,Completed,100,Sub.,,2008
3845,0,-0.00104,-0.002823,1,1,0.1305119,963.27,Friendly,Completed,100,Priv.,,2013
3845,0,-0.001697,0.0061976,1,1,0.1429897,917.831,Friendly,Pending,.,Priv.,,2013
3845,0,-0.056529,-0.101011,0,0,0.2279215,959.718,Friendly,Completed,100,Priv.,,2008
3845,1,-0.022085,-0.022783,0,0,0.20591,1106.186,Friendly,Completed,100,Priv.,,2006
6411,0,-0.002952,0.0049336,1,0,0.6901145,4864.241,Friendly,Completed,100,Priv.,,2013
6411,0,0.0275613,0.0082286,1,0,0.6773826,7521.642,Friendly,Completed,100,Priv.,,2015
6411,1,-0.026138,-0.035516,1,0,0.7845641,2475.204,Friendly,Completed,100,Sub.,,2007
6411,1,0.0052994,-0.006303,1,0,0.6960134,7336.383,Friendly,Pending,.,Priv.,,2014
6411,1,-0.008775,0.0007637,0,0,0.7130863,4345.494,Friendly,Completed,100,Priv.,,2012
6411,1,0.0166886,0.0277774,1,0,0.7523352,2630.061,Friendly,Completed,100,Priv.,,2006
6411,0,-0.011274,-0.023255,1,0,0.6740088,7715.291,Friendly,Completed,100,Priv.,,2014
6411,1,-0.015154,-0.017438,1,0,0.707747,2999.97,Friendly,Completed,100,Priv.,,2010
6411,0,0.0010983,-0.003824,0,0,0.7052889,7331.67,Friendly,Completed,100,Sub.,,2014
6411,0,0.009185,0.0121245,1,0,0.798836,2180.641,Friendly,Completed,100,Priv.,,2008
6411,1,-0.003859,-0.008245,0,0,0.6773826,7752.853,Friendly,Completed,.,Priv.,,2015
6411,1,-0.010236,-0.016572,1,0,0.6763593,6274.363,Friendly,Completed,100,Priv.,,2013
6411,1,0.0019149,-0.000116,1,0,0.707747,2891.844,Friendly,Completed,100,Priv.,,2010
6411,1,-0.007096,0.0039032,0,0,0.6940005,5463.006,Friendly,Completed,100,Priv.,,2013
6411,1,-0.000209,-0.001799,1,0,0.7885296,2846.611,Friendly,Completed,100,Priv.,,2007
6411,1,-0.004581,-0.024539,0,0,0.7226274,4010.294,Friendly,Completed,100,Priv.,,2012
6411,0,-0.013365,-0.025818,1,0,0.7284999,2555.381,Friendly,Completed,100,Priv.,,2010
6411,1,0.0049928,0.0266749,1,0,0.675666,7245.311,Friendly,Completed,100,Priv.,,2014
6411,1,-0.018809,-0.016928,1,0,0.7226274,4119.582,Friendly,Completed,100,Priv.,,2012
6411,1,-0.029547,-0.050479,0,0,0.7130863,4286.215,Friendly,Completed,100,Priv.,,2012
6411,1,0.0171037,0.028986,0,0,0.6740088,7758.862,Friendly,Completed,100,Priv.,,2014
6411,0,0.0009291,0.0006168,1,0,0.6922414,3308.108,Friendly,Completed,100,Priv.,,2011
6411,1,0.0010949,-0.001382,1,0,0.6940005,5791.104,Not Appl.,Completed,100,Priv.,,2013
6411,0,-0.003309,-0.002231,1,0,0.7163763,2530.948,Friendly,Completed,100,Priv.,,2010
6411,1,-0.000429,0.0033863,1,0,0.6733675,4499.078,Friendly,Completed,100,Priv.,,2012
6411,1,-0.016248,-0.023003,1,0,0.70526,4249.306,Friendly,Completed,100,Priv.,,2012
6411,0,-0.012815,-0.008861,1,0,0.6691365,7854.544,Friendly,Completed,100,Priv.,,2015
6411,1,0.001638,0.0003577,1,0,0.6892254,3216.372,Friendly,Completed,100,Priv.,,2011
6411,1,0.0260204,0.0788249,1,0,0.7845641,2690.235,Friendly,Completed,100,Priv.,,2007
6411,0,0.0048289,0.0059103,0,0,0.7845641,2485.533,Friendly,Completed,38.5,Priv.,,2007
6411,1,0.0215582,0.0441782,1,0,0.7930759,2436.996,Friendly,Completed,100,Priv.,,2008
6411,1,-0.04599,-0.043512,1,0,0.7129167,3599.839,Friendly,Completed,100,Priv.,,2012
6411,1,-0.016765,-0.022064,1,0,0.7441106,2907.66,Friendly,Completed,100,Priv.,,2007
6411,1,-0.018447,-0.021113,0,0,0.6733675,4405.788,Friendly,Completed,21.3,Priv.,,2012
6411,1,-0.030486,-0.0274,1,0,0.6733675,4421.958,Friendly,Completed,100,Priv.,,2012
6411,0,-0.002052,0.0012127,1,0,0.6763593,6190.178,Friendly,Completed,100,Priv.,,2013
6411,1,0.0111933,0.0028285,0,0,0.6773826,7726.587,Friendly,Completed,100,Priv.,,2015
6411,1,0.0143231,0.0187932,1,0,0.6773826,7509.032,Friendly,Completed,100,Priv.,,2015
6411,1,0.0123849,-0.013257,1,0,0.798836,2194.448,Friendly,Completed,100,Priv.,,2008
6411,1,0.0066347,0.0120994,0,0,0.70526,4079.808,Friendly,Completed,100,Priv.,,2012
6411,1,-0.010775,-0.006089,1,0,0.707747,2995.73,Friendly,Completed,100,Priv.,,2010
6411,1,-0.007782,-0.020203,1,0,0.6733675,4535.15,Friendly,Completed,100,Priv.,,2013
6411,1,-0.004031,0.0027052,1,0,0.675666,7410.664,Friendly,Completed,100,Priv.,,2014
6411,1,-0.008659,0.0017095,1,0,0.7130863,4432.597,Friendly,Completed,100,Priv.,,2012
6411,1,-0.005729,0.0159294,1,0,0.7432285,2118.228,Friendly,Completed,100,Priv.,,2009
6411,0,-0.004734,-0.02245,1,0,0.7845641,2197.26,Friendly,Completed,100,Priv.,,2008
6411,1,0.0102675,0.0007075,1,0,0.675666,7423.383,Friendly,Completed,100,Priv.,,2014
6411,1,0.0064489,0.002832,1,0,0.7226274,3726.268,Friendly,Completed,100,Priv.,,2012
6411,1,-0.010547,-0.019852,1,0,0.6940005,5574.018,Friendly,Completed,100,Priv.,,2013
6411,1,-0.00219,-0.003515,1,0,0.6740088,7232.783,Friendly,Completed,100,Priv.,,2014
6411,1,-0.002851,0.004783,1,0,0.6740088,7515.187,Friendly,Completed,100,Priv.,,2015
6411,1,0.0132107,0.0054585,1,0,0.7473466,2832.595,Friendly,Completed,100,Priv.,,2007
6411,1,0.00153,-0.00934,1,0,0.6763593,5778.464,Friendly,Completed,100,Priv.,,2013
6411,0,0.0025762,-0.010704,1,0,0.675666,7183.304,Friendly,Completed,100,Priv.,,2014
6411,0,-0.001145,0.0692637,1,0,0.7742488,2306.51,Friendly,Completed,.,Priv.,,2009
6411,0,-0.0171,-0.02964,1,0,0.7523352,2959.677,Friendly,Completed,100,Priv.,,2007
6411,1,-0.011771,-0.016279,1,0,0.7226274,3778.194,Friendly,Completed,100,Priv.,,2012
6411,1,0.00155,-0.00837,0,0,0.7252869,2461.642,Friendly,Completed,100,Sub.,,2010
6411,1,0.0010384,-0.003509,1,0,0.6892254,3302.377,Friendly,Completed,100,Priv.,,2011
6411,1,0.0009135,-0.016249,1,0,0.7473466,2824.727,Friendly,Completed,100,Priv.,,2007
6411,0,-0.008002,-0.008909,1,0,0.6740088,7148.868,Friendly,Completed,100,Priv.,,2014
6411,0,0.0035578,-0.006525,1,0,0.7052889,7289.254,Friendly,Completed,100,Priv.,,2014
6411,0,-0.023316,-0.025899,1,0,0.7700753,2376.684,Neutral,Completed,100,Priv.,,2009
6411,1,0.2025851,0.0744406,1,0,0.7930759,2502.306,Friendly,Completed,100,Priv.,,2008
6411,1,-0.010583,-4.8e-05,1,0,0.70526,4192.517,Friendly,Completed,100,Priv.,,2012
6411,0,0.0009877,0.0009332,1,0,0.6940005,5642.975,Friendly,Completed,100,Priv.,,2013
6411,1,0.0134704,-0.010922,1,0,0.7908947,2337.632,Friendly,Completed,100,Priv.,,2008
6411,0,-0.009467,-0.006575,1,0,0.6733675,4525.199,Friendly,Completed,100,Priv.,,2013
