SIC,HORIZ,"CAR(-1, +1)","CAR(-2, +2)",CROSS,CASH,LEV,Acq_size,Deal Attitude,Deal Status,Percentage of Shares Acquired,Tar. Private,DSIZE,Date (years)
1311,1,0.0629613,0.080228,1,0,0.3678283,4141.994,Friendly,Completed,100,Sub.,,2015
1311,0,0.0260363,0.0274984,1,0,0.2387172,5525.505,Friendly,Completed,100,Sub.,,2014
1311,1,-0.026846,-0.029713,1,0,0.2987629,1852.056,Friendly,Completed,.,Priv.,,2012
1311,1,-0.052506,-0.032201,1,0,0.2863464,2211.436,Friendly,Completed,16.2,Priv.,,2013
5030,0,0.0199811,0.0544008,1,0,0.6534605,886.004,Friendly,Completed,100,Sub.,,2016
6512,1,0.0074722,0.0539795,1,1,0.5797615,33.54,Friendly,Completed,100,Priv.,,2009
5084,1,0.0256676,-0.024524,1,0,0.6827085,879.583,Friendly,Completed,100,Priv.,,2007
7200,0,-0.031813,-0.003981,1,1,0.8293617,8120.197,Friendly,Completed,100,Priv.,,2008
7200,0,-0.003144,0.0241846,1,1,0.8113874,7726.193,Friendly,Completed,100,Priv.,,2007
2891,0,-0.003002,-0.020884,1,0,0.5105382,2246.663,Friendly,Completed,100,Sub.,,2014
2891,1,0.0264701,0.0309868,0,0,0.506801,2141.873,Friendly,Completed,100,Priv.,,2014
2891,1,0.0223749,0.0588565,0,0,0.5138156,1161.356,Friendly,Completed,100,Priv.,,2008
2891,0,0.0164543,0.0528747,1,0,0.5936385,1473.096,Friendly,Completed,100,Priv.,,2012
2891,1,-0.043671,-0.015557,0,1,0.4149639,1021.007,Friendly,Completed,100,Sub.,,2011
2891,1,0.0250012,0.0168096,0,0,0.4149639,1031.225,Friendly,Completed,.,J.V.,,2011
2891,1,0.0069283,0.0207355,1,0,0.4315506,1035.981,Friendly,Completed,100,Priv.,,2011
2891,1,-0.04434,0.0438205,0,0,0.5020438,492.535,Friendly,Completed,100,Priv.,,2009
2891,1,-0.009243,0.0074548,0,0,0.5442079,1939.063,Friendly,Completed,100,Priv.,,2013
2891,1,0.013116,0.0231964,0,0,0.4599985,985.02,Friendly,Completed,100,Sub.,,2010
2891,0,-0.061815,-0.034502,0,1,0.5082151,2369.088,Friendly,Completed,95,Priv.,,2014
3440,0,-0.00883,0.0153794,1,1,0.9382607,131.428,Unsolic.,Intended,.,Public,933.42,2016
8062,1,-0.045051,-0.050344,1,0,1.2209107,30491.797,Friendly,Completed,100,Priv.,,2014
8062,1,-0.020825,0.0465676,1,0,1.2873538,16808.215,Friendly,Pending,.,Sub.,,2013
8062,0,0.0034143,0.0149579,1,0,1.2209107,29951.316,Friendly,Pending,.,Priv.,,2014
6331,0,0.0336298,0.0501942,1,1,0.7516706,3287.072,Friendly,Completed,100,Sub.,,2006
6331,0,-0.006275,0.0572193,1,0,0.6985073,2609.425,Friendly,Completed,100,Priv.,,2008
6331,0,0.0064732,0.0088041,1,0,0.7525719,3334.888,Friendly,Completed,100,Priv.,,2006
6331,0,-0.024751,-0.010222,1,0,0.7525719,3391.6,Friendly,Completed,100,Priv.,,2006
6331,1,0.0040022,0.0143811,1,1,0.6396558,5014.0,Friendly,Completed,100,Priv.,,2014
6331,0,-0.097095,-0.055762,1,0,0.6985073,2706.92,Friendly,Completed,100,Priv.,,2009
6331,0,-0.000576,-0.031973,1,0,0.6931477,446.091,Friendly,Withdrawn,.,Priv.,,2014
6798,0,0.0129946,0.0295808,1,0,0.489291,10303.472,Friendly,Completed,100,Sub.,,2010
6798,0,-0.019678,-0.036786,0,0,0.4476182,19294.676,Friendly,Pending,.,Sub.,,2014
6798,0,0.0103713,0.0061665,1,0,0.4747648,19178.23,Friendly,Completed,100,Priv.,,2012
6798,0,0.0254824,0.0003005,1,0,0.4476182,19335.935,Friendly,Completed,100,Sub.,,2014
6798,0,-0.031713,-0.012314,1,1,0.4552521,19457.421,Friendly,Pending,.,J.V.,,2012
9995,0,0.0063847,-0.008759,1,0,0.0333691,176.719,Friendly,Withdrawn,.,Sub.,,2007
3724,0,0.0169428,0.0114604,1,0,0.3532819,1912.881,Friendly,Completed,80.1,Priv.,,2012
3724,1,0.0043228,0.044929,0,0,0.4530101,1628.317,Friendly,Completed,80,Priv.,,2015
3724,0,0.001423,0.0001497,1,0,0.2197538,1105.192,Friendly,Completed,80,Priv.,,2011
3724,0,0.0179333,-0.01334,1,0,0.3760174,1271.352,Friendly,Completed,84,Priv.,,2012
3724,0,-0.00634,0.0064378,1,0,0.4530101,3845.22,Friendly,Completed,80.1,Priv.,,2015
3724,0,-0.004651,0.0123171,1,0,0.4639686,3093.083,Friendly,Completed,100,Priv.,,2013
3724,0,-0.000297,0.0055581,1,0,0.4266248,2295.931,Friendly,Completed,100,Sub.,,2013
3724,0,0.005475,0.0355104,1,0,0.2088665,1893.275,Friendly,Completed,100,Priv.,,2011
9995,0,0.0028051,-0.005223,1,1,0.0007455,448.999,Friendly,Completed,73,Priv.,,2014
6163,0,-0.023897,0.0079907,1,0,0.7512101,109.195,Friendly,Completed,100,Priv.,,2008
2030,0,0.0029066,-0.003812,0,0,0.8047789,13364.367,Friendly,Completed,49,Sub.,,2009
2030,0,-0.009226,-0.020462,0,0,0.7555266,15392.649,Friendly,Completed,80,Priv.,,2011
2030,0,0.0105468,0.0455182,0,0,0.7478967,16832.671,Not Appl.,Status Unknown,.,Sub.,,2012
2030,0,-0.014106,0.005706,0,1,0.8066145,14703.042,Friendly,Completed,100,Sub.,,2010
2030,0,0.0223009,0.037727,0,0,0.8601525,13347.978,Not Appl.,Status Unknown,.,Sub.,,2008
1311,1,0.0571779,0.1519325,0,1,0.1810164,46.97,Friendly,Completed,40.72,Public,39.597,2011
1311,0,0.1180192,0.012343,1,0,0.1404264,23.13,Friendly,Completed,19.5,Sub.,,2009
7370,0,-0.116874,0.0012501,1,1,0.4320423,2277.032,Not Appl.,Completed,45.4,Public,2277.032,2008
7370,0,0.0991099,0.1020128,1,0,0.5744178,2957.026,Friendly,Withdrawn,.,Public,3524.697,2007
6411,0,0.0001224,0.0052914,1,0,0.0848851,1473.73,Friendly,Pending,.,Priv.,,2010
6411,0,0.0098537,0.0055538,1,1,0.1286375,1461.699,Friendly,Completed,100,Priv.,,2010
6411,0,0.1998297,0.203969,1,0,0.1045483,2138.259,Friendly,Completed,100,Priv.,,2011
6411,0,0.0079522,0.0346834,1,1,0.1505068,975.316,Friendly,Completed,100,Sub.,,2009
6411,0,0.0263594,-0.008326,1,0,0.3358998,582.221,Friendly,Completed,100,Priv.,,2007
6411,0,0.0959911,0.1221688,1,0,0.2130738,633.882,Friendly,Pending,.,Priv.,,2008
6411,0,0.0925661,0.0795673,1,0,0.1134076,180.068,Friendly,Completed,100,Sub.,,2006
6411,0,0.0236062,0.0191819,1,0,0.1570415,1191.533,Friendly,Completed,100,Priv.,,2010
2522,1,0.0007212,0.0072448,0,0,0.6199335,1601.871,Friendly,Completed,100,Priv.,,2012
2522,0,0.0503887,-0.023092,1,0,0.6197861,1341.152,Friendly,Completed,100,Sub.,,2008
2522,0,0.0368999,0.027751,1,0,0.6117407,922.518,Friendly,Completed,100,Priv.,,2011
2522,0,0.0121083,-0.014661,1,0,0.6233659,1718.94,Friendly,Completed,100,Sub.,,2014
3570,0,0.0212005,0.0089049,0,0,1.144211,24841.915,Friendly,Pending,.,Sub.,,2016
6798,1,0.0346774,0.0018952,0,1,0.4947774,2005.494,Friendly,Pending,.,Public,24.606,2010
5961,1,-0.003049,-0.026701,1,0,0.57727,2993.206,Friendly,Completed,100,Priv.,,2012
7370,0,0.0942203,0.047206,1,0,0.1027422,37.011,Friendly,Completed,100,Priv.,,2008
7370,0,-0.010894,-0.171005,1,0,0.1176118,34.893,Friendly,Completed,18,Priv.,,2010
8742,0,-0.024219,-0.111056,1,0,0.1918318,119.341,Friendly,Completed,100,Sub.,,2009
8742,0,0.2232054,0.2605178,1,1,0.2220563,155.525,Not Appl.,Completed,27.23,Public,155.525,2012
8742,0,0.1584303,0.1708818,1,1,0.3033401,171.961,Not Appl.,Completed,3.03,Public,171.961,2013
8742,0,-0.026032,-0.037774,1,0,0.3801408,181.059,Friendly,Completed,100,Sub.,,2014
3841,0,-0.115875,-0.149424,1,0,0.1712225,1336.683,Friendly,Completed,100,Priv.,,2009
3841,0,-0.074325,-0.05314,1,1,0.1838932,1419.632,Friendly,Completed,100,Public,33.596,2010
3841,0,0.0037201,0.0321324,1,1,0.1756587,1312.379,Friendly,Completed,100,Sub.,,2007
3841,0,-0.024216,-0.037819,1,1,0.1625307,1330.662,Friendly,Completed,100,Priv.,,2007
3841,0,-0.022753,-0.02546,1,1,0.1860279,1211.934,Friendly,Completed,100,Priv.,,2007
3841,1,-0.0231,0.0386609,0,0,0.1712225,1378.391,Friendly,Completed,.,Priv.,,2009
3841,0,-0.046171,-0.029196,0,0,0.1712225,1375.594,Friendly,Completed,100,Priv.,,2009
3841,1,-0.002071,-0.032432,1,1,0.1851164,1403.871,Friendly,Pending,.,Sub.,,2009
2000,0,0.0089832,0.0276653,1,0,0.3349244,1046.746,Friendly,Completed,100,Sub.,,2008
2000,0,0.0190054,0.0214179,1,1,0.3055198,1128.768,Friendly,Completed,100,Sub.,,2006
2000,0,0.0161057,0.0438733,0,0,0.4582855,5531.313,Friendly,Completed,100,Priv.,,2015
2000,0,0.008635,-0.007504,1,0,0.4304642,4560.037,Friendly,Completed,100,Priv.,,2014
2000,0,-0.04564,-0.029686,0,0,0.3407503,876.535,Friendly,Completed,100,Priv.,,2010
2000,0,0.0782858,0.0974323,0,0,0.4400547,1980.615,Friendly,Completed,100,Priv.,,2012
2000,0,-0.016875,0.0056048,0,0,0.3349244,1083.232,Friendly,Completed,100,Priv.,,2008
2000,0,0.0410597,0.026546,0,0,0.3500559,1318.803,Friendly,Completed,100,Sub.,,2011
2000,0,0.0367722,0.045406,0,0,0.3703929,1123.242,Friendly,Completed,100,Sub.,,2011
2000,0,0.0055413,-0.000245,1,1,0.4582855,5870.027,Friendly,Completed,80,Priv.,,2015
2000,0,-0.038007,-0.040061,0,0,0.4780371,2803.692,Friendly,Completed,100,Priv.,,2013
2000,0,-0.011843,-0.041528,0,0,0.3860162,1159.67,Friendly,Completed,100,Priv.,,2011
2000,0,-0.00168,-0.01386,0,0,0.2883978,1005.75,Friendly,Completed,100,Sub.,,2006
2000,0,-0.022614,-0.028467,1,0,0.4540544,4479.74,Friendly,Completed,51.3,J.V.,,2014
2000,0,-0.001255,0.0084276,0,0,0.3055198,1131.49,Friendly,Completed,100,Sub.,,2006
2000,0,-0.013679,-0.016905,1,0,0.2717925,892.08,Friendly,Completed,100,Priv.,,2006
2000,0,0.0094811,-0.019628,1,0,0.3361708,1077.381,Friendly,Completed,100,Priv.,,2007
2000,0,0.2091778,0.2563327,0,0,0.4236341,2400.552,Friendly,Completed,100,Sub.,,2012
2000,0,0.0481527,0.060765,1,1,0.3361708,1050.0,Friendly,Completed,100,Public,2.982,2007
2000,0,0.0100773,-0.01989,1,0,0.3407503,924.233,Friendly,Completed,100,Priv.,,2010
2000,0,0.0636211,0.0764342,0,0,0.4539988,3959.262,Friendly,Completed,100,Priv.,,2014
2000,0,-0.011863,0.0055223,1,0,0.3532166,1231.349,Friendly,Completed,100,Sub.,,2007
2000,0,-0.024791,0.0117105,1,0,0.3407503,746.512,Friendly,Completed,100,Priv.,,2010
1311,1,0.09988,0.1515345,1,0,0.9777896,1061.351,Friendly,Completed,100,Public,847.445,2012
1311,1,-0.013651,-0.015218,1,0,0.3155422,1586.654,Friendly,Completed,100,Sub.,,2012
1311,1,-0.048015,-0.059039,1,0,0.3155422,1622.666,Friendly,Completed,100,J.V.,,2012
1220,0,0.0303234,0.0261111,1,0,0.2829031,202.809,Friendly,Completed,100,Priv.,,2013
1389,0,-0.02675,-0.004432,0,0,0.6500741,48825.678,Not Appl.,Rumor,.,Public,1495.843,2017
1389,0,-0.061323,-0.100444,1,0,0.5086597,44576.411,Friendly,Withdrawn,.,Public,22499.473,2014
1389,0,-0.014458,-0.003072,1,0,0.4723204,22079.664,Friendly,Completed,100,Priv.,,2010
1389,0,0.0419603,0.0485755,0,1,0.470118,31888.088,Friendly,Withdrawn,.,Public,2618.215,2008
1389,0,0.0486866,-0.003226,1,0,0.4866482,24631.654,Friendly,Completed,100,Priv.,,2009
1389,1,0.0107669,0.0156079,1,1,0.4315489,38996.519,Not Appl.,Completed,7.3,Public,38996.519,2013
1389,1,-0.015249,-0.034305,1,0,0.4158148,41153.74,Friendly,Completed,100,Priv.,,2011
1389,0,0.0064359,0.0099348,0,0,0.5299426,53078.089,Friendly,Completed,100,Priv.,,2014
1389,0,0.0675329,0.0808182,0,0,0.5488718,3179.668,Friendly,Completed,100,Priv.,,2007
1389,0,0.0205994,0.0100223,0,0,0.5348989,32013.476,Friendly,Pending,.,Priv.,,2007
1389,0,0.0147836,0.0183057,0,0,0.4649943,25517.635,Friendly,Completed,100,Priv.,,2010
1389,1,-0.05662,-0.06059,1,0,0.452947,39301.56,Friendly,Completed,100,Sub.,,2008
1389,0,-0.020826,-0.010015,1,0,0.4585669,37427.358,Friendly,Completed,100,Priv.,,2010
1389,0,0.0553726,0.0674608,1,0,0.4626351,41882.653,Friendly,Completed,100,Priv.,,2008
1389,1,0.0271415,0.0312584,0,0,0.5473599,31633.317,Friendly,Completed,100,Sub.,,2007
1389,0,-0.029619,-0.02393,1,0,0.4626351,41751.797,Neutral,Pending,.,J.V.,,2008
6331,0,0.0301109,0.0342998,1,1,0.6445111,200.806,Friendly,Completed,80,Priv.,,2008
6035,0,-0.007672,-0.000763,1,1,0.7907363,47.164,Friendly,Completed,100,Public,11.636,2015
6035,1,-0.03837,0.1136049,1,1,0.7931027,47.17,Friendly,Pending,.,Public,22.988,2015
2253,0,-0.019689,-0.030736,1,1,0.2554843,156.988,Friendly,Completed,100,Public,4.231,2006
6020,0,0.2239769,0.1793003,1,0,0.8729234,154.31,Friendly,Completed,100,Public,88.246,2008
6020,0,-0.176765,-0.181931,1,0,0.8667941,130.415,Friendly,Completed,100,Public,30.461,2008
6020,0,-0.09851,-0.13376,1,0,0.8593275,292.332,Friendly,Pending,.,Public,93.518,2016
6020,0,-0.100982,-0.103977,1,0,0.8949215,2475.46,Friendly,Completed,100,Public,894.115,2010
7370,0,-0.020942,0.0314938,1,0,0.8090282,44.248,Friendly,Completed,100,Priv.,,2007
7370,0,-0.01261,-0.016632,0,0,0.8090282,35.186,Friendly,Completed,100,Priv.,,2007
7370,0,0.0973299,-0.023266,1,0,0.3620184,17.001,Friendly,Completed,100,Priv.,,2007
2300,0,0.1085835,0.112531,0,1,0.7083527,8342.544,Friendly,Completed,100,Sub.,,2014
2300,0,0.1070778,0.095433,1,0,0.8720756,2472.91,Friendly,Completed,100,Priv.,,2010
2300,0,0.000761,-0.008958,0,0,0.962789,2654.142,Friendly,Completed,100,Sub.,,2007
2300,0,0.0166152,0.0821509,1,1,0.7344255,11269.455,Friendly,Completed,100,Sub.,,2015
2300,0,0.1057037,0.1370101,1,1,0.7508477,5012.931,Friendly,Completed,100,Public,389.48,2013
2300,0,0.0567917,0.0312672,0,1,0.7729343,10751.696,Friendly,Pending,.,Public,728.246,2016
2300,0,0.0381173,-0.007306,0,1,0.8478946,2656.141,Friendly,Completed,100,Priv.,,2011
8093,1,0.0187394,0.0225892,1,0,0.5951006,855.177,Friendly,Completed,100,Priv.,,2012
8093,1,0.0296307,-0.136842,1,0,0.5804189,1173.5,Friendly,Completed,100,Priv.,,2013
8093,0,0.0269822,0.0525991,1,0,0.5688775,1075.387,Friendly,Completed,100,Priv.,,2014
8093,0,0.115292,0.1446056,1,1,0.6165739,476.157,Friendly,Completed,100,Priv.,,2010
8093,0,-0.008333,0.0293301,1,0,0.6673671,407.809,Friendly,Completed,100,Priv.,,2008
8093,1,-0.005155,0.0699136,1,1,0.6864587,216.222,Friendly,Completed,100,Priv.,,2008
8093,0,0.0287601,0.0122952,1,0,0.6518648,451.819,Friendly,Completed,100,Priv.,,2009
8093,0,0.0184964,0.1166111,1,0,0.7058777,162.571,Friendly,Completed,100,Priv.,,2007
8093,0,0.0363844,0.0198275,1,0,0.658848,421.976,Friendly,Completed,100,Priv.,,2009
8093,0,0.0055154,-0.025639,1,0,0.6446461,806.615,Friendly,Completed,100,Sub.,,2011
8093,0,-0.039754,-0.032803,1,0,0.6952811,254.815,Friendly,Completed,100,Priv.,,2007
8093,0,-0.032119,-0.089205,1,0,0.7129665,177.821,Friendly,Completed,100,Priv.,,2006
8093,0,-0.117712,-0.118811,1,0,0.6693626,454.587,Friendly,Completed,100,Priv.,,2008
8093,1,0.0154822,-0.031036,1,0,0.6888481,282.071,Friendly,Completed,100,Priv.,,2007
8093,0,-0.03795,-0.017172,1,0,0.6151302,691.197,Friendly,Completed,100,Priv.,,2011
8093,1,0.0694573,-0.017685,1,0,0.675606,187.688,Friendly,Completed,100,Priv.,,2006
6020,0,-0.029933,-0.040043,1,0,0.8848075,874.216,Friendly,Withdrawn,.,Public,1368.32,2015
6020,0,0.0025158,-0.004274,1,0,0.8739613,1083.364,Friendly,Completed,100,Priv.,,2006
6798,0,0.020767,0.0333264,1,0,0.7450761,287.858,Friendly,Completed,100,Priv.,,2014
6331,0,-0.030843,-0.020554,1,0,0.7661933,2144.771,Friendly,Completed,100,Priv.,,2008
6331,0,0.021717,0.0277804,1,0,0.7024083,2234.461,Friendly,Completed,100,Priv.,,2010
6331,0,0.0191178,0.0243467,1,0,0.785121,2487.584,Friendly,Completed,100,Public,12.749,2007
6331,0,0.0067282,0.0245791,1,0,0.7772925,2268.941,Friendly,Completed,100,Priv.,,2008
3845,0,-0.072858,-0.049847,1,0,0.1138394,604.476,Friendly,Completed,100,Priv.,,2007
3845,0,0.0816964,0.1625684,1,0,0.4041117,112.306,Friendly,Pending,.,Public,17.918,2009
3420,0,0.0223973,0.0398298,1,1,0.9281269,1717.754,Unsolic.,Intended,.,Public,94.039,2014
3420,0,0.0041613,-0.00099,1,1,0.9213423,2663.018,Friendly,Completed,25,Sub.,,2014
3420,0,-0.032913,-0.048992,1,0,0.9281269,1802.38,Friendly,Pending,.,Priv.,,2014
3420,0,0.0452427,-0.014819,1,1,0.9146783,1232.067,Friendly,Completed,100,Sub.,,2012
3420,0,-0.014578,-0.087251,1,0,0.0465805,885.287,Friendly,Completed,54.4,Public,1383.674,2010
3541,0,-0.024812,-0.030209,1,0,0.4933843,159.093,Friendly,Completed,100,Sub.,,2013
3541,1,0.002029,-0.019544,0,0,0.3330829,98.343,Friendly,Pending,.,Sub.,,2010
3541,0,0.0036948,-0.014837,0,0,0.3690644,144.543,Friendly,Pending,.,Sub.,,2014
3541,1,-0.005681,-0.012508,1,0,0.4876262,110.941,Friendly,Completed,100,Priv.,,2012
3751,1,0.0038607,0.0113209,0,0,0.4115329,14946.493,Friendly,Completed,100,Sub.,,2006
3751,1,-0.026818,-0.035467,0,0,0.5853923,9209.115,Friendly,Completed,100,Sub.,,2008
6020,0,-0.044279,-0.05366,1,0,0.9109026,506.068,Friendly,Completed,100,Public,50.505,2007
6020,0,-0.019298,-0.007172,1,0,0.9118438,435.528,Friendly,Completed,100,Public,115.953,2008
3651,0,-0.013979,-0.057379,0,0,0.5302182,3082.155,Friendly,Completed,100,Priv.,,2011
3651,0,-0.000565,0.0065203,1,0,0.518258,7571.311,Friendly,Completed,100,Sub.,,2014
3651,1,-0.016079,-0.003281,0,0,0.5330073,9758.69,Friendly,Completed,100,Sub.,,2015
3651,1,0.0161493,0.0304951,0,0,0.4916467,4531.976,Friendly,Completed,100,Priv.,,2013
3651,1,-0.229848,-0.216263,0,0,0.5949355,3285.218,Friendly,Completed,100,Priv.,,2010
3651,0,0.023304,0.0527637,0,0,0.5173913,2688.857,Friendly,Pending,.,Priv.,,2012
3651,1,-0.00273,-0.079525,1,0,0.5399408,3139.829,Friendly,Completed,100,Priv.,,2011
3651,0,0.0051951,0.0273775,0,0,0.5060628,2598.628,Friendly,Completed,100,Sub.,,2012
3651,0,-0.052191,-0.038008,0,0,0.5436064,7446.286,Friendly,Pending,.,Priv.,,2014
3651,0,0.017674,0.0320156,1,0,0.5436064,7214.702,Friendly,Completed,100,Priv.,,2015
3651,0,0.029625,0.0429311,0,0,0.4784562,3033.999,Friendly,Completed,100,Priv.,,2013
3651,0,-0.01486,-0.029114,1,0,0.518258,7047.625,Friendly,Completed,100,Priv.,,2014
3663,0,0.0058284,0.0279118,1,0,0.4855338,319.963,Friendly,Completed,100,Sub.,,2006
3663,0,-0.015561,0.0094707,1,0,0.4395763,673.727,Friendly,Completed,.,Priv.,,2007
3663,1,0.05999,0.0358889,1,1,0.228726,664.716,Not Appl.,Pending,.,Public,664.716,2013
3663,0,0.0848809,0.020626,1,0,0.4395763,664.998,Friendly,Completed,100,Priv.,,2007
3663,0,0.018434,0.0602438,0,1,0.25679,455.117,Friendly,Completed,100,Public,53.124,2008
3663,0,-0.027616,-0.045429,0,0,0.2237494,507.22,Friendly,Completed,.,Priv.,,2014
7990,0,0.1515102,0.1320013,1,0,0.7106594,11687.982,Friendly,Completed,100,Sub.,,2006
7990,0,0.0406093,0.0478422,1,0,0.7106594,11195.563,Friendly,Pending,.,Priv.,,2006
3812,0,0.03811,-0.000852,1,0,0.4772518,6107.805,Friendly,Completed,100,Sub.,,2006
3812,0,-0.026608,-0.006535,1,1,0.5425589,6530.683,Friendly,Completed,100,Sub.,,2010
3812,0,-0.012403,-0.028986,1,0,0.5785545,6218.867,Friendly,Completed,100,Priv.,,2011
3812,0,0.0187806,-0.008986,1,0,0.5785545,6313.538,Friendly,Completed,100,Sub.,,2011
3812,0,0.0920838,0.0881468,1,0,0.6224834,7315.145,Friendly,Completed,100,Public,3167.265,2015
3812,0,-0.03508,-0.004553,1,1,0.4114647,6556.949,Friendly,Completed,100,Sub.,,2007
3812,0,-0.003015,0.0047321,1,1,0.4720355,6197.417,Friendly,Completed,100,Priv.,,2006
3812,0,-0.000754,-0.010916,1,0,0.5625598,5292.389,Friendly,Completed,100,Priv.,,2009
3812,0,-0.012852,-0.005047,0,1,0.5593562,5582.714,Friendly,Completed,100,Sub.,,2010
3812,0,0.0100129,0.0021545,1,0,0.5425589,6433.307,Friendly,Completed,100,Priv.,,2010
3812,0,-0.01061,-0.017092,0,0,0.4563481,3583.078,Friendly,Completed,100,Sub.,,2009
3812,0,0.0058116,-0.011518,1,0,0.4710562,5802.986,Friendly,Completed,.,Public,316.19,2006
3812,0,-0.094276,-0.057865,0,1,0.453828,4344.072,Friendly,Completed,100,Sub.,,2009
8700,0,0.0829451,0.0072656,0,1,0.2926266,304.246,Friendly,Completed,100,Priv.,,2007
8700,0,-0.00327,-0.003921,0,1,0.2167735,321.294,Friendly,Completed,100,Priv.,,2007
3663,0,-0.206759,-0.24807,1,1,0.3391413,337.508,Friendly,Completed,100,Priv.,,2009
3390,0,0.0018942,2.78e-05,0,0,0.6667307,4459.942,Friendly,Completed,100,Priv.,,2007
3390,0,0.0039921,-0.007374,0,0,0.5663005,2850.422,Friendly,Completed,100,Priv.,,2009
3390,0,0.0220526,0.0153652,1,0,0.6453114,3332.094,Friendly,Completed,100,Priv.,,2007
3390,0,-0.034026,-0.018551,1,0,0.7814314,2170.74,Friendly,Completed,100,Priv.,,2014
3390,0,-0.027489,-0.046235,1,0,0.8743155,1355.489,Friendly,Completed,.,Public,1355.489,2017
3390,0,-0.003803,0.0106321,1,0,0.7070194,1856.946,Friendly,Completed,100,Sub.,,2013
3390,0,-0.002372,0.0390096,1,0,0.6553764,1814.985,Friendly,Completed,100,Sub.,,2007
3390,0,-0.035286,-0.071525,1,0,0.8417114,1220.464,Friendly,Completed,100,Priv.,,2015
3390,0,0.010825,0.0049412,0,0,0.6453114,3392.21,Friendly,Completed,49,J.V.,,2006
3390,0,0.0105197,0.0338698,1,0,0.6667307,4592.128,Friendly,Completed,100,Priv.,,2007
7331,0,0.0165935,0.0349696,1,0,0.4952464,496.193,Friendly,Completed,100,Priv.,,2015
7331,0,0.0115417,0.0234939,1,0,0.3752293,2053.659,Friendly,Completed,100,Priv.,,2006
7331,0,0.0498525,-0.038643,0,0,0.3533164,2053.528,Friendly,Completed,100,Priv.,,2006
7331,0,-0.033739,-0.020919,0,0,0.5043958,1673.733,Friendly,Completed,100,Priv.,,2007
7331,0,0.0346362,0.0884841,0,0,0.5302166,1219.534,Friendly,Completed,100,Priv.,,2008
7331,0,0.0427927,0.0198983,1,0,0.3533164,2156.972,Friendly,Completed,100,Sub.,,2006
7331,0,-0.021247,-0.013528,0,0,0.3533164,2182.025,Friendly,Completed,100,Priv.,,2006
2300,0,-0.009104,-0.002225,1,1,0.4785708,232.622,Friendly,Completed,100,Priv.,,2006
3826,0,0.0531671,-0.030623,0,0,0.2616921,158.604,Friendly,Completed,100,Sub.,,2011
3826,1,0.0286961,0.0446411,1,0,0.2664425,106.58,Friendly,Completed,100,Priv.,,2010
3826,0,0.0301353,0.0483564,1,0,0.1530553,116.095,Friendly,Completed,100,Priv.,,2009
3826,0,0.0201306,0.0127602,0,1,0.2890809,156.263,Friendly,Completed,100,Priv.,,2015
3826,0,0.0530824,0.0794154,0,1,0.1955735,148.813,Friendly,Completed,100,Priv.,,2007
3826,1,0.0372649,0.0134747,1,1,0.2867081,145.981,Friendly,Completed,100,Priv.,,2014
5731,1,0.1815862,0.110072,1,0,0.7634649,1.448,Friendly,Pending,.,Priv.,,2007
3944,0,0.0091346,-0.002936,1,1,0.6396907,5768.777,Friendly,Completed,70,Priv.,,2013
3944,0,-0.028621,-0.029472,1,0,0.5882989,3937.106,Neutral,Completed,100,Priv.,,2008
3944,0,-0.057254,-0.033049,1,0,0.5610997,3672.525,Friendly,Completed,50,Sub.,,2009
3944,0,-0.03379,-0.074677,1,0,0.6578885,6828.319,Not Appl.,Dis Rumor,.,Public,1775.135,2014
3577,1,0.0593976,-0.009225,1,1,0.4221213,11.028,Friendly,Pending,.,Sub.,,2008
4813,0,-0.004208,0.0031298,1,1,0.633525,279.188,Friendly,Completed,100,Priv.,,2013
5160,0,0.0354388,0.0112816,1,0,0.2168834,390.6,Friendly,Completed,100,Priv.,,2014
5160,0,0.0023742,-0.001581,1,0,0.2268822,466.591,Friendly,Completed,100,Priv.,,2011
3310,0,0.0117455,-0.005732,1,0,0.4266903,614.342,Friendly,Completed,100,Priv.,,2014
3272,0,0.0571983,0.0432078,1,1,0.5416654,1657.869,Friendly,Completed,100,Sub.,,2006
3272,1,-0.003025,-0.015648,1,1,0.8976728,907.773,Friendly,Completed,100,Sub.,,2014
3272,1,-0.019101,0.0010188,1,0,1.0045951,402.331,Friendly,Completed,100,Priv.,,2012
3272,0,-0.007997,-0.059507,1,0,0.8976728,1004.719,Friendly,Completed,100,Priv.,,2014
3272,0,0.0160862,0.0008308,1,0,0.8834131,672.296,Friendly,Pending,.,Priv.,,2013
3272,0,-0.010739,-0.022482,1,0,0.8863357,803.891,Friendly,Completed,100,Priv.,,2014
6798,1,-0.048137,-0.034164,1,0,0.5871272,3768.648,Friendly,Completed,100,Priv.,,2006
6798,0,0.0318704,0.0536495,1,0,0.598466,3666.027,Friendly,Pending,.,Sub.,,2006
6798,0,0.0059402,0.0152021,1,1,0.6601258,4960.745,Friendly,Completed,50,J.V.,,2006
6798,0,-0.040907,-0.035188,1,0,0.5780979,7060.262,Friendly,Completed,100,Sub.,,2007
6798,1,-0.031584,-0.01829,0,0,0.6548599,7985.992,Friendly,Withdrawn,.,Public,494.549,2007
6798,0,0.0081969,-0.013508,1,1,0.498753,7007.984,Friendly,Pending,.,Priv.,,2011
6798,0,0.0211283,0.0382239,1,0,0.4653431,6734.529,Friendly,Completed,100,Sub.,,2010
